feature,class
"-418.73944,100.25566,1.7535899,32.67041,-2.908851,17.157852,-0.5554717,21.903986,-0.096270084,12.909339,-7.2960935,14.34401,-2.2105367,10.46641,-4.9715524,8.613422,-6.208986,8.823724,-1.2860274,7.5338116,-3.7791588,6.60583,-1.5346873,5.4926095,-0.47108144,4.4960065,-1.6668932,1.8924886,-0.7133227,3.0496624,-0.34673575,2.5814877,-0.9668542,0.94821095,1.0488282,3.6289492,2.981505,2.7037604,3.1517653,3.7625709",Cargo
"-426.53094,92.93861,-28.225334,17.881678,-9.589207,9.574694,-4.289221,15.701763,-3.175102,8.627782,-11.001163,15.020451,-3.1877644,8.835974,-3.782193,6.8909464,-8.266259,6.8008223,-0.97866374,8.668556,-1.9333241,8.349694,0.37539262,7.529634,3.1910832,9.321934,1.4181136,4.6703806,2.1785607,5.65216,2.7610877,5.276316,1.560961,2.4996893,4.0388927,4.518673,3.3158636,2.0709743,4.454331,6.860224",Cargo
"-450.93976,87.4372,-13.726748,21.352436,-5.874084,12.586509,-4.1273985,16.99823,-3.6885698,9.56522,-10.294458,10.624339,-3.1038578,10.734661,-1.9594449,9.066137,-5.512955,8.584467,-0.9184853,7.8905115,-1.7110642,7.4476523,-0.85596836,5.620173,0.8258083,6.373486,0.9445435,4.9991946,2.5674827,5.5945716,2.5633326,5.5250473,2.855076,3.96973,4.342657,5.42118,5.5394974,5.2514453,6.6447086,6.0811276",Cargo
"-465.813,108.34826,6.096565,36.139072,7.5155287,22.947935,8.6256275,21.307064,5.292201,14.346799,0.7968182,14.344071,4.648202,12.030383,1.6541755,7.088708,-0.96294594,6.845981,0.8057602,5.0651755,0.16142413,5.1630836,1.8489839,5.54184,5.3104286,5.69602,2.3919861,1.442428,1.4464251,2.3864737,3.2619615,2.670415,2.0301003,1.0263418,2.8787243,2.043373,2.7255824,-0.054238703,2.5478606,1.1167623",Cargo
"-395.62134,78.23623,30.995987,22.74881,14.514465,17.097412,15.839138,17.106726,12.756228,11.288467,7.8458414,10.689121,9.48337,9.513296,6.324514,7.493457,6.08,6.5784564,5.6446958,4.701316,1.9789459,2.098342,2.1382828,2.8637543,3.033176,3.0579417,1.7092553,0.16882026,0.17891045,1.4829788,1.9869237,1.0499693,0.56221247,0.030069899,0.6894692,0.81243706,0.6322441,-0.839013,-0.2986653,0.49071527",Cargo
"-497.48578,113.788124,20.120043,30.904686,-1.147498,16.85514,-0.7270952,15.348225,0.57305104,12.098768,-6.078495,11.252573,-0.53752923,8.746294,-3.0325499,8.385989,-2.3253849,7.1761603,-1.2559348,5.8567324,-2.0389283,5.34831,-0.1192224,3.6733065,-1.312397,3.6071815,0.30866787,3.3025136,2.485607,5.0223813,2.6438522,3.7810924,3.741875,4.731818,5.8829165,6.006354,6.8828416,3.949374,4.217757,2.854634",Cargo
"-426.0313,113.465576,19.26337,33.57155,6.596154,23.660849,9.899544,20.866745,6.809651,13.502116,-0.03901286,11.3917265,3.2208374,8.7980385,-0.48583785,6.265107,-1.4987487,3.6923482,-1.7039558,0.93267787,-4.533468,-0.6896576,-3.2556915,-0.6427079,-0.5540527,2.0940928,0.9773094,-0.023766229,0.9856144,2.8981056,3.4020646,3.0723436,2.5684137,0.9137725,2.260043,2.1784232,3.7840128,1.485413,2.9478374,1.8279197",Cargo
"-406.59146,126.58623,7.4248514,31.36254,-2.2358944,17.390173,1.4310495,22.338594,-4.3981714,7.416444,-4.569929,12.846513,-1.1162065,12.826137,-5.955128,8.283978,-2.367778,8.251827,1.510256,3.59511,-1.0370662,5.3583336,1.2487814,4.953052,2.9984348,3.615615,0.08261183,2.904238,0.5414062,4.4992266,1.4943826,2.0122035,-1.1641805,1.718723,1.5947021,4.0071282,1.0484636,1.0710075,1.285086,1.4115921",Cargo
"-483.27194,103.12395,-1.010513,31.827349,-2.823485,17.63325,8.533352,16.91385,1.2780259,11.392447,0.70654166,12.102973,1.3962244,10.343844,-0.33296716,6.3763795,0.023112422,7.1638327,2.1141663,4.691751,0.12073122,5.5139933,0.02542689,6.1624694,2.4845135,4.141529,1.9987317,2.1490757,3.7226553,4.347909,4.061479,3.4240897,2.0641758,2.0642545,3.976574,4.281108,3.7553685,1.6811169,2.7740521,2.4432094",Cargo
"-417.36154,92.22102,-25.910618,14.860087,-7.2879252,9.519895,-4.158015,17.864094,-1.240857,10.693228,-12.827254,12.416384,-3.5341454,8.8413,-5.4208846,7.336396,-7.5152254,9.313484,-1.5617776,7.0629883,-4.984283,6.2787685,-1.3036867,6.0650477,0.6592134,7.3384643,0.6319878,4.872934,1.5192511,5.690796,1.2122806,4.962821,0.91830426,2.3092997,1.9697564,5.8305736,6.3609467,7.122508,6.620029,6.28097",Cargo
"-389.95132,109.895905,8.94139,33.71371,-3.1415246,18.922178,0.58209544,20.542221,-6.94957,8.328604,-7.468482,12.812829,-3.6513093,13.609482,-8.136842,10.973164,-5.810153,11.947079,-2.8729239,7.3671236,-2.1940432,8.954982,-0.54819417,8.279913,3.3369935,5.851314,1.7380275,3.8177228,1.2424037,6.234946,2.6464481,4.3475018,-0.04351156,2.686318,2.3268545,4.8723774,1.6417885,2.3488328,1.6189857,1.8729934",Cargo
"-507.87958,108.18008,9.043792,28.861425,-1.5579015,15.206921,3.2686012,20.413197,-2.7068377,9.592299,-3.2677848,10.797435,0.6419798,10.051532,-3.0677485,5.245584,-2.2956097,5.4803424,-0.5704946,3.8121982,-1.4593574,4.284383,-0.2115093,5.724534,2.671627,4.900076,2.27389,2.687076,3.234825,4.7178774,3.9810445,4.0113416,2.5457366,3.4117692,5.0309477,5.611197,4.652399,2.6761262,4.693278,3.148014",Cargo
"-487.5716,127.469376,24.583984,34.06869,15.885199,16.917048,10.693485,15.60409,10.1072035,8.744246,3.892439,9.958748,5.5996943,7.563784,2.749459,2.7020364,-0.43123764,1.2219616,2.824012,3.542062,-0.5443707,1.2540387,1.3060379,2.9735425,3.5024636,1.1103579,-0.26296234,-0.16836229,2.2045693,2.060841,2.0458822,1.680392,1.4162767,0.82886696,2.839061,4.8418617,5.31662,2.5589063,3.6192086,3.4609137",Cargo
"-484.1595,126.40195,5.6518335,28.251127,-0.05082131,17.9399,4.9340863,14.249261,-1.083917,7.9921365,-1.0611024,8.9848795,1.9005227,7.5641923,-0.42695785,4.406413,-2.0777261,2.8045857,1.6993647,2.17506,0.30876228,1.2365865,0.6730242,4.125092,3.4483163,2.9511325,1.7586479,0.18846819,2.8735838,3.876672,4.872851,2.8962784,3.3855817,3.1363056,4.7283783,3.7030218,3.6876843,2.3986058,3.423355,3.5022445",Cargo
"-416.59085,120.29053,4.3771825,32.09554,0.89261854,19.559824,6.2794065,19.407097,1.0401652,8.805285,-1.4448577,12.930017,2.5586443,11.050044,-0.4006874,6.6471477,-0.98610574,7.2509413,0.7651587,4.694188,-0.8573188,6.080139,0.09275639,5.650349,2.7092829,4.2932124,0.38294634,1.0377566,1.9547939,3.5793984,2.9749153,1.9414587,0.619775,0.34492585,3.6021993,3.629491,2.2105284,-0.2440383,1.9300629,0.607287",Cargo
"-455.91522,111.25047,14.624181,29.07061,7.3158045,17.280306,7.308848,13.276645,4.148214,8.3466,-3.6168253,7.667101,2.048849,5.3140955,-1.2857883,3.709634,-3.7058206,2.5249734,0.2868912,1.9736922,-3.1149182,1.1964208,0.654554,2.555935,3.0320733,5.2316637,3.809695,2.6001933,2.6364443,2.8933883,1.3700875,1.2694209,1.2833563,-0.12696443,1.3806888,0.714665,2.2561092,-0.33917958,2.4071162,1.7030225",Cargo
"-369.22803,109.94739,-2.5574234,28.292105,2.7446585,17.01002,3.2888365,23.526184,7.039306,14.2641115,-3.0870333,17.350685,5.490386,15.009512,2.2733436,9.359873,-2.8669598,8.735032,2.6150181,7.814306,-0.7821114,6.573863,0.29527473,5.3680224,3.2151766,6.5713987,1.5737127,2.8872654,1.4324706,2.9975057,1.7646677,2.9327943,0.7067027,-0.26703897,1.397462,1.8180374,3.1347325,1.8639814,4.637033,2.245209",Cargo
"-464.6583,128.59575,10.18274,35.4805,-2.0002987,14.87112,2.8707247,18.02941,-2.0236478,6.9966316,-5.673457,11.4934435,-1.0247561,10.556984,-2.0801272,7.0835857,-2.822726,6.126425,-0.3867575,5.4851365,-1.3541155,4.9573107,-0.73745286,4.625012,3.6973312,5.9386935,1.7576065,2.5877285,2.4543793,4.732244,4.2190056,3.829257,2.5356302,2.3616626,3.7786477,3.131172,3.0935948,0.7171868,2.9974601,1.8188212",Cargo
"-428.48654,102.312126,9.100824,29.255674,5.091361,19.99979,4.3125553,20.511553,4.2567363,13.058786,-2.1640205,14.401322,2.0470643,11.296567,0.3244198,8.075554,-2.149496,6.162037,0.6884586,6.1779637,-1.5981665,5.4548926,-0.022421256,3.725035,1.2095889,4.1465144,-0.88715893,0.24398215,0.47692302,3.4279308,2.489549,2.2224953,1.0803918,0.5934247,1.8012061,2.4526532,2.3872645,0.7661122,2.7942066,2.575414",Cargo
"-423.42377,103.747505,1.9988866,27.42296,-5.718485,19.499357,4.7165427,24.507544,-7.377549,10.196394,-5.5771294,13.202572,-0.5701105,15.951418,-1.1128167,10.328466,-4.5305634,8.644348,-0.5673697,7.1531243,-2.693895,6.657703,-2.1502066,6.5484333,1.0358795,4.3007803,0.46515584,3.1757746,1.5504385,4.9190226,2.5545378,3.7950163,0.85547125,1.6139854,2.11566,3.3531063,1.3921658,0.14496595,0.8289738,0.99173737",Cargo
"-309.3344,78.61783,5.64241,26.638529,0.011641275,16.867924,-2.8189473,17.110552,1.4782968,13.581617,-7.352764,12.120352,-0.7483261,11.127073,-2.073924,9.490189,-3.8600783,7.619015,-1.3085418,7.30678,-4.678314,6.324568,-1.1734309,3.7575767,-0.993103,4.946696,-0.54718494,1.75865,-0.23783402,3.9345794,0.38361534,2.526406,0.3800568,1.9759054,0.7044935,2.9235766,2.4058702,1.5971655,1.2635937,1.5117372",Cargo
"-369.51746,99.87379,3.040311,24.302177,3.2942922,9.165078,4.2869015,14.519322,7.7748885,10.630735,6.461943,11.98418,3.533991,6.144136,0.35464686,0.8213213,-2.3242865,3.5500243,4.061294,5.8056026,4.4196186,6.3858156,3.176442,2.8007338,1.8735151,1.1600101,-0.52556115,-0.6008357,1.5897553,3.0372074,4.2089105,4.650743,3.4405081,0.88771605,0.28801358,-0.09786094,-0.1981176,-0.8695826,2.10875,3.1224546",Cargo
"-451.9711,102.06586,14.417575,32.70886,2.349372,20.939932,-2.2511773,20.152466,-0.4615755,11.888071,-6.548166,12.868213,-2.0846536,8.877178,-4.4535418,7.329742,-5.9151416,6.2694316,-2.7611697,6.474975,-2.7396882,8.315722,0.7277808,6.3742757,1.0286666,5.4437723,-0.6678914,2.2389212,0.38274115,3.266728,-0.5844728,2.1515832,-0.86990136,0.27422652,-0.19524817,2.153309,1.5726603,0.92271006,1.6307482,2.0720112",Cargo
"-336.0194,95.73773,-9.323906,28.292334,-0.8827406,14.667154,-2.2598677,16.538229,-5.430303,6.13086,-14.486126,7.400389,-7.430242,5.9683676,-8.202131,2.2334676,-10.042726,3.3291576,-3.7683609,6.19398,-5.433684,4.4334927,-3.5965326,4.1143537,-1.0462362,6.150335,-0.87899584,2.8986816,0.03144555,4.4061365,0.8996487,4.0574427,0.084057964,2.1406038,0.9063295,4.7697253,6.167971,7.110657,6.9718604,6.1320953",Cargo
"-446.86896,94.27879,4.022555,36.255722,8.668434,22.298803,6.2093325,20.052387,1.1576384,8.512978,-3.2916028,14.09568,3.3963346,12.200454,2.8584888,10.802196,0.14732154,8.566968,0.33749363,3.8663466,-2.2500057,3.79097,1.7205095,6.046588,3.8064554,4.0342846,3.1315536,3.0504448,3.5653026,3.7791,3.2686176,2.3805196,1.2223799,1.038073,2.922994,3.590291,4.327846,1.8931342,2.9130728,1.5793796",Cargo
"-440.11984,81.54103,25.831715,29.118586,12.183779,21.318293,9.70877,15.7118,3.2361097,9.382733,0.30641302,11.807148,6.884659,15.970011,10.089069,13.48957,4.6924295,7.369033,1.2124496,3.7662115,-0.8463353,3.7491648,2.0498466,5.7072573,5.52271,6.8962703,5.0333047,3.4024398,2.6055925,1.990658,0.6702059,0.53454924,0.44366896,0.7266424,2.4014835,3.9992325,4.6715155,2.6635637,2.93393,2.4233258",Cargo
"-383.69858,105.15793,6.7394733,27.446903,-0.92847335,19.044195,4.3119903,20.439722,0.7825339,10.133472,-2.903553,13.92897,0.4311621,11.012948,-1.737057,7.98234,-1.970309,8.306376,0.32529476,5.607869,-4.0171556,5.8008156,-1.2404665,5.2392488,0.8039681,2.8596008,-0.97897536,0.67385626,0.7952632,2.0101275,2.3383517,1.5355619,0.07623861,-0.48107877,2.3960612,2.0978107,1.7113628,-1.8527732,0.35490832,-0.49165833",Cargo
"-378.3454,95.14757,-28.009895,15.543395,-12.208816,10.61908,-9.585809,15.48366,-1.3678801,12.429405,-12.334391,11.706219,-4.085241,7.2181277,-7.0688004,5.9490495,-12.6411915,3.9919777,-3.2992308,7.613236,-5.283505,6.9085674,-1.6017755,6.701414,2.628736,7.9580646,-0.7870412,4.717879,1.1805633,5.1756973,0.7276915,7.380655,2.8274202,4.425904,2.541812,4.357256,3.5563145,4.172017,3.3202832,3.5181391",Cargo
"-450.84164,110.45001,18.181246,40.41475,9.444355,22.711315,2.5720236,15.164938,-1.0649121,9.226826,-7.3603983,9.989304,-0.6608949,8.047701,-3.1761656,6.3503733,-3.703109,4.9563265,-1.6246036,2.5471332,-7.9138,-0.3705456,-2.4993541,3.2692053,1.8798217,6.9114747,3.8006098,4.970574,3.4315054,4.285263,0.39426544,0.9655782,1.249495,1.3027409,2.97351,4.383426,4.88027,1.0431163,2.083271,1.8847123",Cargo
"-487.74133,103.30943,10.697076,28.759247,6.0337706,20.155174,9.326892,22.917099,6.2502966,12.191615,1.0916777,14.814642,6.411772,13.19483,4.3491526,8.965025,2.0452359,9.287945,4.5986695,7.100359,1.3725768,7.4190006,3.9908805,7.461424,5.7209725,5.736417,2.8272545,2.1101704,3.4906688,3.687971,4.0526457,2.6981242,2.2026267,1.3561898,4.195351,3.4707215,3.3748956,0.36786523,2.5285535,1.1350898",Cargo
"-375.61313,92.37691,6.403727,28.406136,1.0128467,15.986812,0.040298544,18.326197,1.2644191,12.364241,-4.820966,13.159659,1.0556195,12.98985,-0.86600906,8.711418,-2.2022963,7.121393,0.4702825,7.1422772,-1.6006484,6.019127,-0.20673238,4.7118306,1.2392871,5.1598787,0.37966636,2.9795387,2.3669744,5.2418313,2.15057,4.017317,1.592179,2.3968923,1.8496948,3.1113422,2.7334497,1.5139676,2.2225378,2.047409",Cargo
"-480.35626,138.36322,50.51356,34.37554,9.723219,10.222992,3.8739989,6.667947,0.6052188,3.7409697,-0.78224,6.6587844,4.993416,7.073555,2.955519,5.6049104,2.3352954,5.601921,3.1830275,3.0256119,0.5051173,2.598137,2.0621357,4.2440042,5.314464,5.9794774,4.2810235,2.942815,2.8729157,3.0799625,2.9843788,2.7799284,1.5460155,1.0000213,1.7580594,2.3053255,2.4091117,1.0041994,1.6667899,1.9830425",Cargo
"-366.35376,107.40186,8.407624,30.065931,2.3198705,17.269323,3.3818262,17.765156,3.511023,10.779535,-1.4081376,11.3692465,2.8466113,10.300599,1.4221458,8.547418,0.33531934,5.941505,1.6866125,4.8568854,-0.51773065,3.6011596,0.91525334,3.042012,0.8247132,2.2652774,-0.09797262,-0.13482071,0.38891566,2.3213646,1.8438678,0.9866463,-0.22280954,-0.37815848,1.5733302,1.4849086,1.5578479,-0.106095575,2.245305,1.445557",Cargo
"-467.82208,117.64257,4.1205716,32.200706,1.4018707,16.76298,3.3703463,22.592257,1.1591375,11.486358,-1.0689628,14.465146,1.548111,12.193289,-1.7266108,8.067067,0.39711684,9.4523,2.359517,5.8472257,0.7079589,5.9601026,1.4991059,5.5131874,2.765613,2.9738998,1.4919806,2.9385562,3.2245555,5.1246796,3.9878078,2.652253,1.2553267,1.1924056,2.9789534,3.124428,2.9365296,0.6618301,2.939085,2.1404114",Cargo
"-426.628,119.46043,4.9341545,30.343426,-6.810252,16.780743,3.5560558,19.448856,-6.3069925,8.603768,-7.104657,12.262598,0.45138165,11.9283,-6.1236525,6.2073483,-6.0194144,7.6085553,-4.41867,5.305214,-4.529209,5.8457365,-2.3262422,7.713752,1.0620351,5.288152,0.17051749,2.2493892,0.96477604,4.676899,1.2508032,2.8317668,0.9993214,3.7065408,4.7138176,5.6031585,2.7879193,1.4748977,2.044473,3.1653361",Cargo
"-456.71146,109.826,8.417344,32.007465,-0.9736062,19.917255,0.73066175,16.946941,-0.35563907,11.97369,-6.0899625,12.847565,-0.8872411,10.522055,-3.646127,7.5064034,-4.922576,6.450505,-1.7551206,5.3550763,-3.3027124,6.744884,0.15957123,5.7319884,1.8366542,7.978186,1.733535,2.4946966,-1.2145712,3.4257138,-0.16377975,3.3985038,-0.34457618,0.6325506,0.18327619,3.1519005,2.7681751,1.7009946,2.0016394,1.2850238",Cargo
"-378.8004,105.39988,22.988848,27.061058,12.508846,18.277063,11.201548,14.086197,8.555952,10.010069,2.6943827,10.36689,8.019929,9.6354,4.935743,7.3974957,3.733163,6.734309,4.8202763,5.791271,0.87917095,2.5111573,1.6813732,3.3268888,2.2946591,1.8312482,-0.3710915,0.20719078,1.7538382,2.7472844,1.6971121,0.5567713,0.783827,1.510946,2.526947,1.9208752,1.3849937,-1.0257771,0.32500562,0.7073905",Cargo
"-446.35834,110.29239,10.459437,31.707054,-5.2502446,16.581696,3.757382,22.259996,-6.92911,8.415706,-7.7581706,9.95038,-0.9064705,10.835059,-4.7442446,11.034907,-1.9807969,11.886448,-1.4813374,6.423653,-2.794213,6.540275,-2.038878,6.5175495,0.43580934,4.2529984,0.18362662,3.0209043,1.6494849,4.8530607,1.1914985,3.155484,1.5789313,3.7795978,3.587136,4.184175,2.879436,3.125726,4.0542307,3.5413964",Cargo
"-387.2236,103.98208,3.9756167,28.339912,-4.904169,18.480907,-0.47586128,23.129322,-3.9119716,8.5875025,-7.547237,14.451866,-2.3537314,14.797733,-5.594455,11.285987,-2.7604105,10.162856,-0.6632925,6.8156743,-3.5167804,7.6299987,-2.1883123,6.7998443,-0.40578237,6.138435,-2.2255635,5.0601907,-0.26289737,7.571287,0.8998745,4.019732,-1.8271569,2.7987356,0.47922653,5.282391,1.0173422,1.9458662,1.009298,2.1492267",Cargo
"-489.59454,110.917175,8.224451,25.967999,-1.6496228,15.761732,1.6436929,17.33005,0.3336652,12.13602,-2.605073,12.023033,2.0276864,11.460152,0.91399544,9.209082,-1.581812,7.992092,2.119053,7.694162,-0.9404788,4.5924144,0.19919395,4.8941073,1.6033232,4.318137,0.6564756,2.165151,1.2249602,4.5559483,2.36103,3.8326254,2.19386,1.9268569,2.4768682,3.583196,4.846053,2.5208426,3.7743092,2.3104458",Cargo
"-377.40268,143.93694,16.604553,36.832623,9.2477,15.198174,6.4696016,19.542524,4.7979503,7.9927354,-0.65841544,12.274324,2.2151055,11.599199,0.66143364,4.139434,-2.901977,2.8762643,-0.7679939,0.4056946,-3.8024604,1.8586797,-1.5005704,2.2530272,1.8449146,2.0905411,-0.32129547,-0.9911658,-0.62708783,0.84731084,2.0196993,-0.017302563,-1.5831463,-3.3368216,-0.8563061,-0.11347867,1.738489,-1.6425202,0.1712942,-1.8689185",Cargo
"-434.79688,100.289116,13.697063,32.3486,3.5078418,18.628752,3.8688745,17.45974,0.5867759,13.1102085,-0.66202307,13.100267,5.3253436,14.159254,2.057837,10.986931,1.5741944,9.95946,1.9443407,8.148687,0.5147666,5.324688,-0.059004694,4.34238,1.0496464,4.956368,3.145072,3.2739866,2.7771566,4.7600665,3.9889433,2.6486185,1.4397945,2.0523992,2.5726402,1.1520221,1.1478736,-0.26670888,1.2825949,-0.2035394",Cargo
"-462.28473,108.47366,12.2574,30.12313,1.8611525,12.076228,0.7160406,16.3438,0.8485926,12.238246,-3.6937754,13.220811,0.9221694,8.479275,-1.7561582,5.7162457,-5.736531,4.8007703,-0.039402615,6.104176,-0.6308979,6.546806,0.8948245,4.4272947,1.0363286,4.457457,0.37636024,1.6014749,1.3754189,3.081715,1.6143509,2.2714229,0.114860676,-0.032482732,1.9775254,2.2474196,2.8304863,0.32482514,2.669022,2.2910135",Cargo
"-398.5435,106.49761,5.721057,31.994251,2.1408987,16.477676,4.006416,18.04635,1.6853027,10.311148,-1.0354954,13.365599,3.0484078,12.94194,1.1087259,8.237576,-0.28376096,6.12803,1.146221,3.841671,-2.0735261,3.5275285,0.05849851,4.8931613,2.3459022,2.875641,0.74548477,1.483915,1.7746942,2.9693074,2.0198333,1.1890949,-0.155464,-0.24536222,2.1338696,2.956953,3.048239,0.65397173,2.738153,1.8879337",Cargo
"-489.30368,125.07657,10.631503,32.92266,6.6052413,21.523531,11.996925,22.353445,5.925632,11.752512,2.3156393,12.489743,6.5402884,11.645188,0.7511447,8.512465,1.5413905,10.087597,3.8284,6.4113383,2.0936954,7.4071507,3.373811,7.84228,3.313335,2.3351476,1.5041662,0.84391373,2.6274664,3.692396,2.760667,1.3730137,0.3990077,1.1250815,3.7753654,3.457817,2.308153,-0.46090457,1.0702432,0.9126962",Cargo
"-355.64154,79.00189,-22.389456,12.688781,-9.148686,7.1514482,-13.491255,16.314535,-6.28359,9.702123,-13.484038,12.567993,-5.576132,8.687233,-8.443341,8.204651,-11.767088,8.972856,-0.33102196,10.82866,-3.0447016,11.378277,-0.56961906,8.187421,1.8947442,10.3437195,0.34757528,3.6977406,-1.9146926,3.6215823,-2.4839852,5.3535976,-0.556451,2.6393871,-0.32861638,5.38248,2.2816544,3.3798392,1.8860393,7.0535655",Cargo
"-484.40768,118.55935,9.516805,35.006016,-2.8624218,20.024979,8.031757,19.38486,-3.2379124,9.098875,-3.520035,12.330099,2.325432,11.372262,-0.33661136,8.82891,-0.57771444,8.22263,2.398612,5.5742984,0.90492916,5.046226,1.0269846,5.3053865,1.5895919,3.790276,0.72522336,1.9321837,2.6279223,5.1690173,3.3003428,2.8362381,1.4130615,3.197039,3.608948,4.0727086,2.1137846,1.574827,3.3049889,2.9690087",Cargo
"-411.3513,100.48485,-0.24298583,27.426474,-2.605097,15.796738,0.8421376,13.893448,-1.9171807,12.268772,-1.4879452,13.656575,2.9676795,11.369604,-0.058623984,8.957196,0.28419816,8.7943735,1.6188109,6.149518,0.84694916,5.2855506,1.2771599,5.3690753,2.835545,4.5272255,3.030078,2.501257,2.9900148,3.0520453,3.1120987,1.5926956,1.3795593,1.2059324,3.1087875,2.0577705,2.9818292,1.1448292,3.5317557,2.1933749",Cargo
"-370.9566,88.46979,-19.012623,20.893911,-13.041473,11.993799,-6.88496,15.035684,-5.641728,8.971217,-12.384394,10.697265,-6.6701446,9.3576765,-6.409133,5.2509093,-10.454978,4.8237176,-3.3806858,9.126404,-3.1544313,9.422806,-1.151359,7.868167,1.5923839,9.455836,0.47069117,5.1750674,-1.1214862,5.4160895,1.9777834,6.819664,0.7793249,2.067487,-0.2185829,3.3990626,2.6465297,2.8211296,2.507338,7.104913",Cargo
"-407.7319,101.804985,10.98853,31.942291,3.3527777,18.862934,3.1811492,19.109005,2.6188846,12.452061,-3.5277903,11.7745905,0.7339329,10.705596,0.3004651,7.804999,-2.7254794,5.5676813,0.7937202,6.830583,1.0059488,6.1521306,0.56034106,2.8267655,0.7505825,3.693554,0.8150863,1.9339361,1.8400922,3.1363735,1.7452452,1.9457368,1.3657515,1.5896344,3.2451363,2.9888809,3.0916266,0.23869789,1.991589,1.349947",Cargo
"-464.54526,112.51378,11.589492,33.87091,3.6242788,20.621136,4.045628,21.768211,-0.98029137,12.758124,-4.6661243,12.942448,-1.2902669,10.964616,-3.476149,7.488358,-4.7184834,6.446279,-1.767182,5.2890472,-2.6640394,5.3223777,-1.8644297,4.7760496,0.77330554,5.2689075,0.7838178,2.5441923,0.38165745,3.1656597,1.3291577,3.5243134,1.5368294,2.2074711,3.0638378,3.7566507,3.0708156,1.3033874,2.2980788,1.5857103",Cargo
"-703.5669,171.54211,-97.07472,-64.97853,-25.43837,-28.110651,-43.928093,-9.018339,-20.953089,-5.2856746,-16.275745,3.4156814,-3.8215303,6.2857184,-5.7978497,4.4162235,-4.019463,4.952317,-1.6896818,2.5068233,-3.5945604,1.8669077,-0.4565813,3.8993053,2.7841809,4.884249,3.1692472,4.0116,5.025912,5.820798,5.64623,3.6898415,3.4215016,2.4560819,4.989959,4.0040126,4.774028,2.46974,3.9417677,2.7502494",Cargo
"-634.83575,180.70001,-135.28137,-78.1948,-25.91842,-51.716217,-42.819885,-15.250026,-12.748906,-6.8973904,-11.721571,1.9961286,3.7132542,2.2697425,0.20885237,0.22739772,-2.6959527,2.2329435,3.3727007,1.7144566,1.1864272,2.1721077,3.8250892,3.5364897,5.8280435,5.6940026,4.2358685,1.3761433,3.867526,3.3682685,4.2494245,3.4180362,2.5082684,0.5619426,2.1497934,3.3770058,5.690064,6.846725,8.040187,7.8069053",Cargo
